,District Number,District Name,School Number,School Name,Gend,Ethn,FRL,ELL,IEP,Mean Score Math,Mean Score EBRW,Zip Code,Median Family Income,Population
120,0480,boulder valley re 2,5999,monarch high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,562.5,588.823529411765,80027,119674.0,31946.0
121,0480,boulder valley re 2,5999,monarch high school,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,587.935483870968,587.935483870968,80027,119674.0,31946.0
122,0480,boulder valley re 2,6195,new vista high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,533.04347826087,596.086956521739,80302,111399.0,28003.0
123,0480,boulder valley re 2,6195,new vista high school,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,533.333333333333,589.047619047619,80302,111399.0,28003.0
124,0480,boulder valley re 2,6816,peak to peak charter school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,594.150943396226,624.339622641509,80026,86082.0,27389.0
125,0480,boulder valley re 2,6816,peak to peak charter school,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,639.824561403509,644.035087719298,80026,86082.0,27389.0
126,2395,brush re-2,1096,brush high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,551.111111111111,535,80723,51229.0,7099.0
127,2395,brush re-2,1096,brush high school,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,503,490.5,80723,51229.0,7099.0
128,0490,buena vista r-31,1130,buena vista high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,519.047619047619,549.047619047619,81211,56250.0,7364.0
129,1140,canon city re-1,1266,canon city high school,Female,White,FRL Eligible,Not English Learners,Students without IEPs,452.068965517241,491.379310344828,81212,49816.0,30211.0
130,1140,canon city re-1,1266,canon city high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,480.46875,525.46875,81212,49816.0,30211.0
131,1140,canon city re-1,1266,canon city high school,Male,White,FRL Eligible,Not English Learners,Students without IEPs,450.3125,451.25,81212,49816.0,30211.0
132,1140,canon city re-1,1266,canon city high school,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,492.363636363636,499.636363636364,81212,49816.0,30211.0
133,8001,charter school institute,0015,academy of charter schools,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,510,543.333333333333,80031,79205.0,35081.0
134,8001,charter school institute,0015,academy of charter schools,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,541,560,80031,79205.0,35081.0
137,8001,charter school institute,2067,colorado early college fort collins,Female,White,FRL Eligible,Not English Learners,Students without IEPs,502.941176470588,551.176470588235,80525,85047.0,49259.0
138,8001,charter school institute,2067,colorado early college fort collins,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,553.666666666667,596.5,80525,85047.0,49259.0
139,8001,charter school institute,2067,colorado early college fort collins,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,563.333333333333,578.666666666667,80525,85047.0,49259.0
140,8001,charter school institute,2196,colorado early colleges - parker,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,574.897959183673,592.65306122449,80138,114291.0,30693.0
141,8001,charter school institute,2196,colorado early colleges - parker,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,591.739130434783,610.434782608696,80138,114291.0,30693.0
142,8001,charter school institute,1795,colorado springs early colleges,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,550,575.348837209302,80907,55404.0,27265.0
143,8001,charter school institute,1795,colorado springs early colleges,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,617.142857142857,618.928571428571,80907,55404.0,27265.0
144,8001,charter school institute,6914,the pinnacle charter school high,Female,Hispanic,FRL Eligible,English Learners,Students without IEPs,420.416666666667,441.666666666667,80260,42860.0,33835.0
145,8001,charter school institute,8825,thomas maclaren state charter school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,587.058823529412,630.588235294118,80915,59594.0,20237.0
146,0130,cherry creek 5,1551,cherokee trail high school,Female,Asian,Not FRL Eligible,Not English Learners,Students without IEPs,628.928571428571,595.357142857143,80016,113784.0,45795.0
147,0130,cherry creek 5,1551,cherokee trail high school,Female,Black,Not FRL Eligible,Not English Learners,Students without IEPs,533.928571428571,560,80016,113784.0,45795.0
148,0130,cherry creek 5,1551,cherokee trail high school,Female,Hispanic,Not FRL Eligible,Not English Learners,Students without IEPs,517.941176470588,552.647058823529,80016,113784.0,45795.0
149,0130,cherry creek 5,1551,cherokee trail high school,Female,Two or More Races,Not FRL Eligible,Not English Learners,Students without IEPs,552.105263157895,572.105263157895,80016,113784.0,45795.0
150,0130,cherry creek 5,1551,cherokee trail high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,556.621621621622,579.189189189189,80016,113784.0,45795.0
151,0130,cherry creek 5,1551,cherokee trail high school,Male,Asian,Not FRL Eligible,Not English Learners,Students without IEPs,628.75,586.666666666667,80016,113784.0,45795.0
152,0130,cherry creek 5,1551,cherokee trail high school,Male,Black,Not FRL Eligible,Not English Learners,Students without IEPs,541.176470588235,542.352941176471,80016,113784.0,45795.0
153,0130,cherry creek 5,1551,cherokee trail high school,Male,Hispanic,Not FRL Eligible,Not English Learners,Students without IEPs,540.25641025641,563.589743589744,80016,113784.0,45795.0
154,0130,cherry creek 5,1551,cherokee trail high school,Male,Two or More Races,Not FRL Eligible,Not English Learners,Students without IEPs,602.941176470588,619.411764705882,80016,113784.0,45795.0
155,0130,cherry creek 5,1551,cherokee trail high school,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,557.575757575758,569.151515151515,80016,113784.0,45795.0
156,0130,cherry creek 5,1570,cherry creek high school,Female,Asian,Not FRL Eligible,Not English Learners,Students without IEPs,652.641509433962,626.037735849057,80111,118911.0,30537.0
157,0130,cherry creek 5,1570,cherry creek high school,Female,Hispanic,Not FRL Eligible,Not English Learners,Students without IEPs,590.434782608696,590.869565217391,80111,118911.0,30537.0
158,0130,cherry creek 5,1570,cherry creek high school,Female,Two or More Races,Not FRL Eligible,Not English Learners,Students without IEPs,580,598.260869565217,80111,118911.0,30537.0
159,0130,cherry creek 5,1570,cherry creek high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,621.745283018868,624.764150943396,80111,118911.0,30537.0
160,0130,cherry creek 5,1570,cherry creek high school,Male,Asian,Not FRL Eligible,Not English Learners,Students without IEPs,685.483870967742,641.290322580645,80111,118911.0,30537.0
161,0130,cherry creek 5,1570,cherry creek high school,Male,Hispanic,Not FRL Eligible,Not English Learners,Students without IEPs,624.8,604,80111,118911.0,30537.0
162,0130,cherry creek 5,1570,cherry creek high school,Male,White,Not FRL Eligible,Not English Learners,Students without IEPs,637.792207792208,618.874458874459,80111,118911.0,30537.0
163,0130,cherry creek 5,2357,eaglecrest high school,Female,Hispanic,FRL Eligible,Not English Learners,Students without IEPs,457.777777777778,470.555555555556,80015,92390.0,64819.0
164,0130,cherry creek 5,2357,eaglecrest high school,Female,Hispanic,Not FRL Eligible,Not English Learners,Students without IEPs,504.615384615385,518.205128205128,80015,92390.0,64819.0
165,0130,cherry creek 5,2357,eaglecrest high school,Female,Two or More Races,Not FRL Eligible,Not English Learners,Students without IEPs,539.090909090909,586.818181818182,80015,92390.0,64819.0
166,0130,cherry creek 5,2357,eaglecrest high school,Female,White,Not FRL Eligible,Not English Learners,Students without IEPs,536.727272727273,561.727272727273,80015,92390.0,64819.0
167,0130,cherry creek 5,2357,eaglecrest high school,Male,Black,FRL Eligible,Not English Learners,Students without IEPs,480.625,486.25,80015,92390.0,64819.0
168,0130,cherry creek 5,2357,eaglecrest high school,Male,Black,Not FRL Eligible,Not English Learners,Students without IEPs,479.5,486.5,80015,92390.0,64819.0
169,0130,cherry creek 5,2357,eaglecrest high school,Male,Hispanic,FRL Eligible,Not English Learners,Students without IEPs,476,500.5,80015,92390.0,64819.0
170,0130,cherry creek 5,2357,eaglecrest high school,Male,Hispanic,Not FRL Eligible,Not English Learners,Students without IEPs,518.571428571429,535,80015,92390.0,64819.0
